mat_alu,nome,dat_entrada,cotista
2313,CERJO,2022-06-11,N
2314,OSLEI,2022-06-11,S
2315,STEFANI,2022-06-11,N
2316,ADRIAN,2022-06-11,S
2317,ADSO,2022-06-11,S
2318,JOANDRO,2022-06-11,S
2319,SILVAMAR,2022-06-11,S
2320,EDVELTON,2022-06-11,N
2321,ROMARI,2022-06-11,S
2322,GLACE,2022-06-11,S
2323,FRANCINADIA,2022-06-11,S
2324,ROMARIS,2022-06-11,N
2325,ANALIEL,2022-06-11,S
2326,GLEICIMARA,2022-06-11,S
2327,ADAMIR,2022-06-11,S
2328,LAURA,2022-06-11,S
2329,IDOIR,2022-06-11,N
2330,JALINE,2022-06-11,S
2331,BRANDINA,2022-06-11,S
2332,WENDRIUS,2022-06-11,N
2333,NEURIZAN,2022-06-11,S
2334,CAROLINI,2022-06-11,S
2335,DNIFER,2022-06-11,S
2336,EDIONICE,2022-06-11,S
2337,IRENITE,2022-06-11,S
2338,STAVROS,2022-06-11,N
2339,OLVIDES,2022-06-11,S
2340,AGLAENE,2022-06-11,S
2341,MARCELONE,2022-06-11,N
2342,LENAIDE,2022-06-11,N
2343,ROSIDALIA,2022-06-11,N
2344,LUZA,2022-06-11,S
2345,BILLY,2022-06-11,S
2346,INDIARA,2022-06-11,S
2347,SONALI,2022-06-11,N
2348,DAILA,2022-06-11,N
2349,CLENILSON,2022-06-11,S
2350,IGOR,2022-06-11,S
2351,IVANOSCA,2022-06-11,N
2352,ESTER,2022-06-11,N
2353,ATELINO,2022-06-11,S
2354,WANDRE,2022-06-11,N
2355,SALIS,2022-06-11,S
2356,NELIANA,2022-06-11,N
2357,SEDENIR,2022-06-11,N
2358,ZILDA,2022-06-11,S
2359,EMERALDO,2022-06-11,S
2360,ELZILENE,2022-06-11,S
2361,CHIU,2022-06-11,N
2362,SUILAN,2022-06-11,S
2363,LEIDIMARA,2022-06-11,S
2364,GILDEIR,2022-06-11,S
2365,NISSEIA,2022-06-11,S
2366,VALMIRAL,2022-06-11,S
2367,VALDERICO,2022-06-11,N
2368,JEAN,2022-06-11,N
2369,AIENE,2022-06-11,S
2370,LETIERE,2022-06-11,N
2371,ARJUNA,2022-06-11,S
2372,ELEN,2022-06-11,N
2373,ELDISON,2022-06-11,S
2374,EDIME,2022-06-11,N
2375,METODIO,2022-06-11,S
2376,CLEDIANE,2022-06-11,N
2377,JANDILSON,2022-06-11,S
2378,VALTENE,2022-06-11,S
2379,LUZANGELA,2022-06-11,S
2380,VALDILENI,2022-06-11,S
2381,JARISON,2022-06-11,N
2382,TAYLOR,2022-06-11,N
2383,WADERLEI,2022-06-11,S
2384,DERALDA,2022-06-11,S
2385,NIRVANDA,2022-06-11,N
2386,JAIANI,2022-06-11,S
2387,ESCOLASTICO,2022-06-11,N
2388,ZENILDO,2022-06-11,S
2389,DELCIO,2022-06-11,S
2390,CLAUDO,2022-06-11,S
2391,DORCELI,2022-06-11,S
2392,DEON,2022-06-11,N
2393,MISLEI,2022-06-11,N
2394,JUDISON,2022-06-11,S
2395,VALERIA,2022-06-11,N
2396,EMILLAYNE,2022-06-11,N
2397,DORILANE,2022-06-11,S
2398,OUVIDIA,2022-06-11,S
2399,LUIZITO,2022-06-11,S
2400,ESSI,2022-06-11,S
2401,CLARISSE,2022-06-11,S
2402,ELIELSON,2022-06-11,N
2403,QUEOMA,2022-06-11,S
2404,PERLI,2022-06-11,N
2405,SULANITA,2022-06-11,S
2406,EDELCIA,2022-06-11,N
2407,LEOCRIDES,2022-06-11,N
2408,IZANILTON,2022-06-11,N
2409,KATIELLY,2022-06-11,N
2410,TAFILA,2022-06-11,S
2411,JOCENIR,2022-06-11,S
2412,ELADIO,2022-06-11,S
2413,AMARINO,2022-06-11,S
2414,BASILO,2022-06-11,N
2415,DEUSI,2022-06-11,S
2416,VALENIR,2022-06-11,S
2417,NICOLLY,2022-06-11,N
2418,NOARA,2022-06-11,N
2419,MIRANILSON,2022-06-11,S
2420,OSNIRA,2022-06-11,N
2421,SIRLANIO,2022-06-11,S
2422,SUZIELE,2022-06-11,S
2423,DIJALMA,2022-06-11,N
2424,CAROLINI,2022-06-11,S
2425,CAVALCANTE,2022-06-11,N
2426,JULIENI,2022-06-11,N
2427,ELIELSON,2022-06-11,N
2428,CINELMA,2022-06-11,S
2429,MAVI,2022-06-11,S
2430,AURECI,2022-06-11,S
2431,MERCIO,2022-06-11,N
2432,ISNALIA,2022-06-11,N
2433,GILANDIA,2022-06-11,S
2434,CLUDIO,2022-06-11,N
2435,ROBERO,2022-06-11,S
2436,SIZENANDO,2022-06-11,S
2437,BERANICE,2022-06-11,N
2438,GEGIANE,2022-06-11,N
2439,ALVANEIDE,2022-06-11,S
2440,VALDENIZA,2022-06-11,S
2441,ALISSON,2022-06-11,N
2442,BELONIZA,2022-06-11,N
2443,ORAIDA,2022-06-11,N
2444,WINNY,2022-06-11,S
2445,LINKER,2022-06-11,S
2446,VERENE,2022-06-11,N
2447,BAMBINA,2022-06-11,S
2448,ILCE,2022-06-11,S
2449,GEORTON,2022-06-11,N
2450,ENOS,2022-06-11,S
2451,NILCILEIA,2022-06-11,N
2452,LUZANILDA,2022-06-11,N
2453,DESIA,2022-06-11,N
2454,ALINI,2022-06-11,N
2455,GEUSA,2022-06-11,N
2456,TELIRIO,2022-06-11,N
2457,SOLENI,2022-06-11,N
2458,ELIZIARA,2022-06-11,S
2459,SOLIVANIA,2022-06-11,S
2460,CLEDSSON,2022-06-11,S
2461,EDINASIO,2022-06-11,N
2462,TOME,2022-06-11,S
2463,ONDINO,2022-06-11,S
2464,DELVAIR,2022-06-11,S
2465,AVANI,2022-06-11,N
2466,DEVELIN,2022-06-11,S
2467,MAURILSON,2022-06-11,N
2468,PIER,2022-06-11,N
2469,HENRIK,2022-06-11,S
2470,ADNO,2022-06-11,N
2471,JACQUISON,2022-06-11,N
2472,MONIKUE,2022-06-11,N
2473,ELIANA,2022-06-11,S
2474,OLIVEROS,2022-06-11,N
2475,JAISE,2022-06-11,N
2476,EUNALIA,2022-06-11,S
2477,ADONIZETE,2022-06-11,N
2478,MELISE,2022-06-11,N
2479,MAITE,2022-06-11,S
2480,QUEROLIN,2022-06-11,N
2481,FABRIZIA,2022-06-11,N
2482,IRONILDA,2022-06-11,N
2483,MAGLEIDE,2022-06-11,N
2484,VILSONEI,2022-06-11,N
2485,LUZANITA,2022-06-11,S
2486,ALDERALDO,2022-06-11,S
2487,JOSELENA,2022-06-11,S
2488,ADRE,2022-06-11,S
2489,JANDERLANDIA,2022-06-11,N
2490,ERISMILDO,2022-06-11,N
2491,IVINA,2022-06-11,N
2492,MARCIMIRO,2022-06-11,N
2493,LAISA,2022-06-11,S
2494,MARINAIDE,2022-06-11,S
2495,MIRAIDE,2022-06-11,S
2496,JANDERLEI,2022-06-11,N
2497,ERI,2022-06-11,N
2498,VALFRANIA,2022-06-11,S
2499,GEISON,2022-06-11,N
2500,ADIVANIA,2022-06-11,N
2501,PATRIK,2022-06-11,S
2502,CIONEI,2022-06-11,S
2503,POLLYNE,2022-06-11,S
2504,DAILA,2022-06-11,S
2505,IRLAN,2022-06-11,N
2506,GESIANI,2022-06-11,S
2507,ENDY,2022-06-11,S
2508,SIRIANE,2022-06-11,N
2509,JOEDES,2022-06-11,S
2510,PUBLIA,2022-06-11,N
2511,NELSINDA,2022-06-11,N
2512,VALCIDIA,2022-06-11,S
2513,TACIANI,2022-06-11,N
2514,EMILLYN,2022-06-11,N
2515,IVANI,2022-06-11,N
2516,NILCE,2022-06-11,N
2517,ZENI,2022-06-11,S
2518,JOSEP,2022-06-11,N
2519,DUILHO,2022-06-11,N
2520,MARLEUDO,2022-06-11,N
2521,EDITE,2022-06-11,S
2522,ERICARLOS,2022-06-11,N
2523,JOAS,2022-06-11,S
2524,IVAN,2022-06-11,S
2525,VALTILENE,2022-06-11,S
2526,BARTIMEU,2022-06-11,S
2527,GERLIANI,2022-06-11,N
2528,ERINA,2022-06-11,N
2529,KELLY,2022-06-11,N
2530,LORRAINY,2022-06-11,S
2531,ADINOR,2022-06-11,N
2532,GISMAR,2022-06-11,N
2533,ISNAIA,2022-06-11,N
2534,ROGER,2022-06-11,N
2535,COSMERINA,2022-06-11,S
2536,JOSEZITO,2022-06-11,S
2537,ESTANILAU,2022-06-11,N
2538,GEASE,2022-06-11,S
2539,SULIANA,2022-06-11,S
2540,LETIERI,2022-06-11,S
2541,AGENARIO,2022-06-11,S
2542,TEREZINHA,2022-06-11,S
2543,ESHILLEY,2022-06-11,N
2544,ANILDO,2022-06-11,N
2545,EGILEU,2022-06-11,S
2546,JAIR,2022-06-11,S
2547,GILDELICE,2022-06-11,S
2548,GEOVANO,2022-06-11,N
2549,NEO,2022-06-11,S
2550,ISAURA,2022-06-11,S
2551,JOSI,2022-06-11,S
2552,EVALDO,2022-06-11,S
2553,ELIANO,2022-06-11,S
2554,VRAMIR,2022-06-11,N
2555,DEBORA,2022-06-11,N
2556,SHELLY,2022-06-11,N
2557,GEGIANE,2022-06-11,N
2558,JOSIBERG,2022-06-11,S
2559,JOSINELIO,2022-06-11,S
2560,ELSO,2022-06-11,S
2561,NINO,2022-06-11,S
2562,DINA,2022-06-11,S
2563,ELANIO,2022-06-11,N
2564,FLUTUOSA,2022-06-11,N
2565,CLICIA,2022-06-11,N
2566,GESIONE,2022-06-11,S
2567,DAVANA,2022-06-11,N
2568,ANADELIA,2022-06-11,S
2569,CONSORCIA,2022-06-11,N
2570,RICHARLIS,2022-06-11,S
2571,ASTER,2022-06-11,S
2572,CRISTEN,2022-06-11,N
2573,ALES,2022-06-11,N
2574,NINA,2022-06-11,S
2575,PHILIPP,2022-06-11,S
2576,RAYELLE,2022-06-11,S
2577,IRANILMA,2022-06-11,S
2578,WELDJA,2022-06-11,S
2579,MAIYARA,2022-06-11,N
2580,NEREIDA,2022-06-11,S
2581,ALCINO,2022-06-11,N
2582,GRACIELA,2022-06-11,N
2583,ROSELLI,2022-06-11,S
2584,VIVI,2022-06-11,N
2585,CACEMIRA,2022-06-11,S
2586,OCIMAR,2022-06-11,N
2587,ERIANE,2022-06-11,S
2588,TOMAIS,2022-06-11,S
2589,DREISSON,2022-06-11,N
2590,EDUVIRGEM,2022-06-11,N
2591,GLAUS,2022-06-11,N
2592,VARLENI,2022-06-11,S
2593,VALDENAR,2022-06-11,N
2594,LIDJA,2022-06-11,N
2595,RITTA,2022-06-11,S
2596,DENEFER,2022-06-11,S
2597,BENITA,2022-06-11,S
2598,VALCENOR,2022-06-11,N
2599,EUTALINA,2022-06-11,N
2600,FABRINO,2022-06-11,S
2601,GLACIMEIRE,2022-06-11,S
2602,CLARENTINA,2022-06-11,S
2603,ABIUDE,2022-06-11,S
2604,DANILIA,2022-06-11,S
2605,LORRAN,2022-06-11,S
2606,MACIELE,2022-06-11,N
2607,DAILA,2022-06-11,N
2608,LUZIVANIA,2022-06-11,N
2609,REGINA,2022-06-11,S
2610,WANISE,2022-06-11,N
2611,EDILBERTO,2022-06-11,S
2612,ALZIRA,2022-06-11,S
2613,ADEJALMA,2022-06-11,S
2614,DEUSIELE,2022-06-11,N
2615,ALDEJANE,2022-06-11,S
2616,ANTERSON,2022-06-11,N
2617,WELLINSON,2022-06-11,N
2618,VALDERCI,2022-06-11,S
2619,RAINE,2022-06-11,S
2620,GEOSANE,2022-06-11,S
2621,RANDAL,2022-06-11,S
2622,AKILES,2022-06-11,N
2623,ISABELITA,2022-06-11,S
2624,OSNILDA,2022-06-11,S
2625,ALVANES,2022-06-11,N
2626,FERLAINE,2022-06-11,N
2627,EDRA,2022-06-11,N
2628,GLUCIA,2022-06-11,S
2629,MISLAINE,2022-06-11,S
2630,NEUDETE,2022-06-11,S
2631,SIDANIA,2022-06-11,S
2632,TONIELTON,2022-06-11,S
2633,EDVIRGEM,2022-06-11,N
2634,ELVESSIO,2022-06-11,N
2635,MONIKY,2022-06-11,N
2636,EVILANA,2022-06-11,S
2637,WALDETE,2022-06-11,S
2638,CILVANIA,2022-06-11,S
2639,ADAILTON,2022-06-11,S
2640,GERCILANE,2022-06-11,S
2641,LUZIMAR,2022-06-11,N
2642,MICAELA,2022-06-11,N
2643,ANTONIELMA,2022-06-11,N
2644,EDJALME,2022-06-11,N
2645,LISLANIA,2022-06-11,N
2646,LINAMARA,2022-06-11,N
2647,JEIMISON,2022-06-11,S
2648,DORILDES,2022-06-11,N
2649,ABINOA,2022-06-11,S
2650,JOAKSON,2022-06-11,N
2651,ALDIONES,2022-06-11,S
2652,WIRLA,2022-06-11,N
2653,SANDERLANE,2022-06-11,S
2654,ADAILTON,2022-06-11,S
2655,SILCIA,2022-06-11,N
2656,GILVERLAN,2022-06-11,S
2657,DILSON,2022-06-11,N
2658,IUZA,2022-06-11,S
2659,ANDY,2022-06-11,N
2660,ANILSO,2022-06-11,N
2661,KELLISSON,2022-06-11,S
2662,ELISAUDE,2022-06-11,N
2663,NAIRON,2022-06-11,S
2664,ERIANE,2022-06-11,N
2665,HELRISON,2022-06-11,N
2666,AREOVALDO,2022-06-11,N
2667,NIVALTER,2022-06-11,S
2668,MERILIN,2022-06-11,N
2669,IANDEYARA,2022-06-11,N
2670,ROMER,2022-06-11,N
2671,IUDIANE,2022-06-11,N
2672,MAXILAN,2022-06-11,N
2673,MARLISON,2022-06-11,N
2674,NIRLA,2022-06-11,S
2675,SUELI,2022-06-11,S
2676,EVELIN,2022-06-11,N
2677,ANDRIWS,2022-06-11,N
2678,AIRINE,2022-06-11,N
2679,TALISON,2022-06-11,S
2680,JANINE,2022-06-11,S
2681,DARSON,2022-06-11,S
2682,IAGNES,2022-06-11,S
2683,LEONIS,2022-06-11,N
2684,CARLEANA,2022-06-11,N
2685,MASSAKI,2022-06-11,N
2686,MALLONE,2022-06-11,N
2687,NEIO,2022-06-11,S
2688,NALBERT,2022-06-11,S
2689,ALDENIZIA,2022-06-11,N
2690,ILNETE,2022-06-11,N
2691,IZINEIDE,2022-06-11,N
2692,VALI,2022-06-11,S
2693,QUELVIN,2022-06-11,S
2694,PAULICEIA,2022-06-11,N
2695,ELIMAS,2022-06-11,S
2696,NOAN,2022-06-11,S
2697,RADASA,2022-06-11,N
2698,CHAIDE,2022-06-11,S
2699,FRANCILEUDA,2022-06-11,N
2700,SETEMBRINA,2022-06-11,S
2701,GUMERCINO,2022-06-11,S
2702,MAGUIDIEL,2022-06-11,S
2703,WISTER,2022-06-11,S
2704,JANES,2022-06-11,N
2705,GENIQUELE,2022-06-11,N
2706,DEUCIVANIA,2022-06-11,N
2707,ALBERICA,2022-06-11,N
2708,ERIVELTA,2022-06-11,S
2709,GAUSS,2022-06-11,N
2710,ELEN,2022-06-11,S
2711,SILVER,2022-06-11,S
2712,KATHELLYN,2022-06-11,N
2713,ANDRIA,2022-06-11,S
2714,THEO,2022-06-11,S
2715,LAIRA,2022-06-11,N
2716,REBERT,2022-06-11,S
2717,GERLUCI,2022-06-11,S
2718,IRIA,2022-06-11,S
2719,EDEZILDA,2022-06-11,N
2720,ZAIRO,2022-06-11,N
2721,ALAIDIS,2022-06-11,S
2722,MEIGAN,2022-06-11,N
2723,ESHILEY,2022-06-11,S
2724,WEGNER,2022-06-11,N
2725,OSEANO,2022-06-11,S
2726,ISAMEIRE,2022-06-11,S
2727,ARCELINA,2022-06-11,N
2728,VALCIMEIRE,2022-06-11,S
2729,EREONICE,2022-06-11,N
2730,BETSAIDA,2022-06-11,S
2731,BRUNISLAU,2022-06-11,N
2732,ROSINETI,2022-06-11,S
2733,MOEME,2022-06-11,N
2734,SANDRIELLY,2022-06-11,S
2735,ALRENIZA,2022-06-11,N
2736,KATIANE,2022-06-11,S
2737,JOSINEI,2022-06-11,N
2738,CRISELDA,2022-06-11,S
2739,MARINEI,2022-06-11,S
2740,SELIRIA,2022-06-11,S
2741,RAIGILA,2022-06-11,N
2742,EDIGILSON,2022-06-11,N
2743,AIANA,2022-06-11,N
2744,EUDORIO,2022-06-11,S
2745,DIONES,2022-06-11,S
2746,ADALVO,2022-06-11,S
2747,DIORACI,2022-06-11,N
2748,ARLEUZA,2022-06-11,N
2749,GERALDA,2022-06-11,S
2750,TUANE,2022-06-11,S
2751,LORENDA,2022-06-11,N
2752,JADELMO,2022-06-11,N
2753,LENILCA,2022-06-11,S
2754,WELBERT,2022-06-11,N
2755,GENTILA,2022-06-11,S
2756,SAMIA,2022-06-11,N
2757,TELVIO,2022-06-11,S
2758,OCLIDES,2022-06-11,S
2759,IRIS,2022-06-11,N
2760,CLESILDA,2022-06-11,S
2761,NASTASIA,2022-06-11,S
2762,DOMINGA,2022-06-11,N
2763,ADEGMAR,2022-06-11,S
2764,VASNI,2022-06-11,N
2765,LUZIA,2022-06-11,S
2766,HERVE,2022-06-11,N
2767,ELANIO,2022-06-11,N
2768,SELIO,2022-06-11,S
2769,EURANIO,2022-06-11,N
2770,INGLID,2022-06-11,S
2771,GIOVANKA,2022-06-11,N
2772,YORRAN,2022-06-11,N
2773,LILI,2022-06-11,N
2774,SILZA,2022-06-11,S
2775,MARILES,2022-06-11,N
2776,WISLAINE,2022-06-11,S
2777,ELENIZIA,2022-06-11,N
2778,MILIENE,2022-06-11,S
2779,JACIELMA,2022-06-11,N
2780,MOABI,2022-06-11,N
2781,NILZA,2022-06-11,N
2782,ARLIN,2022-06-11,S
2783,SELMA,2022-06-11,N
2784,JOELE,2022-06-11,S
2785,LUDOVICO,2022-06-11,S
2786,DARCILEI,2022-06-11,N
2787,DILSE,2022-06-11,S
2788,ELINALDO,2022-06-11,N
2789,LUNALVA,2022-06-11,N
2790,ADJA,2022-06-11,N
2791,MARQUINHO,2022-06-11,S
2792,MONTEZUMA,2022-06-11,S
2793,DAIRON,2022-06-11,N
2794,ADELVAN,2022-06-11,N
2795,ADELINO,2022-06-11,N
2796,ALANI,2022-06-11,N
2797,ADRINA,2022-06-11,S
2798,ARQUELINE,2022-06-11,S
2799,GERLUCIO,2022-06-11,S
2800,MAYONE,2022-06-11,N
2801,LESLIENE,2022-06-11,S
2802,JACIANE,2022-06-11,N
2803,JOSEMIR,2022-06-11,N
2804,DERLI,2022-06-11,N
2805,HIROITO,2022-06-11,N
2806,VALMIRETE,2022-06-11,N
2807,ANIVALDO,2022-06-11,N
2808,JESSANE,2022-06-11,N
2809,MACILIA,2022-06-11,S
2810,GAIA,2022-06-11,N
2811,TASSIO,2022-06-11,N
2812,JAITON,2022-06-11,S
2813,RAI,2022-06-11,S
2814,EDICESAR,2022-06-11,S
2815,ROITER,2022-06-11,S
2816,JAMILDA,2022-06-11,S
2817,VALDINAN,2022-06-11,N
2818,EDIOGENES,2022-06-11,N
2819,ORLEAN,2022-06-11,S
2820,WILLIANDERSON,2022-06-11,N
2821,NARANA,2022-06-11,N
2822,FRANCESCO,2022-06-11,S
2823,LINDOSO,2022-06-11,S
2824,ADALVA,2022-06-11,S
2825,WANOR,2022-06-11,N
2826,ALMIRACI,2022-06-11,N
2827,ROSANO,2022-06-11,S
2828,RAQUELLY,2022-06-11,S
2829,CLEUDIA,2022-06-11,S
2830,BELONIZA,2022-06-11,N
2831,ODAISA,2022-06-11,S
2832,JARDIMIRO,2022-06-11,S
2833,MASSILON,2022-06-11,S
2834,GILCIELE,2022-06-11,N
2835,RENILSON,2022-06-11,N
2836,RICARTE,2022-06-11,S
2837,VALCIR,2022-06-11,N
2838,DEUSELI,2022-06-11,S
2839,VERACI,2022-06-11,N
2840,JOSIDELMA,2022-06-11,N
2841,CLEANE,2022-06-11,S
2842,EDNILTON,2022-06-11,S
2843,BERNALDO,2022-06-11,S
2844,ELLANO,2022-06-11,S
2845,AKIHIRO,2022-06-11,S
2846,PAULINIA,2022-06-11,N
2847,EZIOMAR,2022-06-11,N
2848,LORRANE,2022-06-11,S
2849,MARIALVA,2022-06-11,S
2850,NATIELE,2022-06-11,S
2851,CAMILLA,2022-06-11,S
2852,ACHILLES,2022-06-11,N
2853,GEORGI,2022-06-11,S
2854,ELLEN,2022-06-11,S
2855,LEDINA,2022-06-11,S
2856,LAIANA,2022-06-11,N
2857,JOVELANE,2022-06-11,S
2858,JAIRLANE,2022-06-11,S
2859,ANDRICO,2022-06-11,S
2860,MISAEL,2022-06-11,N
2861,CLENILZA,2022-06-11,N
2862,SOPHIE,2022-06-11,S
2863,MARCELONE,2022-06-11,S
2864,VANGELA,2022-06-11,N
2865,ILARIA,2022-06-11,N
2866,CHARLITON,2022-06-11,S
2867,LUILEIDE,2022-06-11,N
2868,DIVIN,2022-06-11,N
2869,SHAIENY,2022-06-11,S
2870,VADECIR,2022-06-11,N
2871,LUIZI,2022-06-11,S
2872,GEONILDE,2022-06-11,N
2873,ARMELINDO,2022-06-11,N
2874,JECKSON,2022-06-11,S
2875,LABELE,2022-06-11,S
2876,RISELI,2022-06-11,N
2877,NEIRAN,2022-06-11,N
2878,JOCARLA,2022-06-11,N
2879,MARIZANE,2022-06-11,N
2880,LINDELVANIA,2022-06-11,N
2881,WEIGTON,2022-06-11,S
2882,VERICLEIDE,2022-06-11,N
2883,OSLEANE,2022-06-11,N
2884,TERMUTES,2022-06-11,N
2885,EVERTTON,2022-06-11,N
2886,SUELI,2022-06-11,N
2887,EVAILTON,2022-06-11,N
2888,ANATANA,2022-06-11,S
2889,GEISA,2022-06-11,S
2890,MICHERLENE,2022-06-11,S
2891,JUDINEI,2022-06-11,S
2892,TAISLAN,2022-06-11,N
2893,FRANCINEI,2022-06-11,S
2894,MARIONOR,2022-06-11,S
2895,ECIMARA,2022-06-11,S
2896,WALDECIR,2022-06-11,N
2897,GIUVANI,2022-06-11,S
2898,ANALEIA,2022-06-11,N
2899,MOZAR,2022-06-11,S
2900,ASTRIDE,2022-06-11,S
2901,VANDELEI,2022-06-11,S
2902,BERNADINA,2022-06-11,S
2903,NILZANGELA,2022-06-11,S
2904,KERLA,2022-06-11,S
2905,WEDIS,2022-06-11,S
2906,OLAVO,2022-06-11,N
2907,ROMENITO,2022-06-11,S
2908,DELCI,2022-06-11,S
2909,CLEDIANE,2022-06-11,N
2910,DIO,2022-06-11,N
2911,ANALVINA,2022-06-11,S
2912,DELMITA,2022-06-11,N
2913,ADAURA,2022-06-11,N
2914,VITURIANO,2022-06-11,S
2915,ADELITA,2022-06-11,N
2916,RENIER,2022-06-11,N
2917,GEORGEA,2022-06-11,S
2918,RIGOBERTO,2022-06-11,S
2919,INA,2022-06-11,N
2920,ANILVALDO,2022-06-11,S
2921,LORIZA,2022-06-11,S
2922,KEGINALDO,2022-06-11,N
2923,LUCINALDO,2022-06-11,S
2924,EDILA,2022-06-11,S
2925,IVANEDE,2022-06-11,N
2926,FRANCHESCO,2022-06-11,N
2927,JOCEANE,2022-06-11,N
2928,SOLENI,2022-06-11,N
2929,ELHO,2022-06-11,N
2930,SHEILA,2022-06-11,N
2931,DEIJA,2022-06-11,N
2932,VALDIREIA,2022-06-11,S
2933,MAB,2022-06-11,S
2934,GRAZIELE,2022-06-11,S
2935,AMELIA,2022-06-11,S
2936,JEDER,2022-06-11,S
2937,WILON,2022-06-11,S
2938,WESLLE,2022-06-11,N
2939,BALTAZAR,2022-06-11,N
2940,JORLEI,2022-06-11,N
2941,MARILDO,2022-06-11,S
2942,FREDO,2022-06-11,S
2943,WELITON,2022-06-11,S
2944,ADRIANGELA,2022-06-11,S
2945,ATAIDE,2022-06-11,N
2946,UEDER,2022-06-11,N
2947,CITIA,2022-06-11,S
2948,GRACILEA,2022-06-11,S
2949,GEVANILDA,2022-06-11,N
2950,ODILARDO,2022-06-11,N
2951,LUZIDALVA,2022-06-11,S
2952,WERLISON,2022-06-11,S
2953,DEIVISON,2022-06-11,S
2954,IFRAIN,2022-06-11,S
2955,DEVANIR,2022-06-11,S
2956,ELSON,2022-06-11,N
2957,JULHA,2022-06-11,S
2958,MIRLENA,2022-06-11,N
2959,MIUTON,2022-06-11,N
2960,RAIK,2022-06-11,S
2961,ROSEMEIRE,2022-06-11,S
2962,GEROSINO,2022-06-11,N
2963,HAVILLA,2022-06-11,S
2964,ADELADIO,2022-06-11,N
2965,MIRALDO,2022-06-11,N
2966,ADEVALDA,2022-06-11,S
2967,FLEDSON,2022-06-11,N
2968,CARLECI,2022-06-11,N
2969,GIDEVAN,2022-06-11,S
2970,NELSON,2022-06-11,S
2971,CLEICI,2022-06-11,N
2972,IDILA,2022-06-11,S
2973,ELIMARCIA,2022-06-11,N
2974,RIVALCI,2022-06-11,S
2975,APOLLO,2022-06-11,N
2976,GERLENA,2022-06-11,S
2977,EDISON,2022-06-11,S
2978,SHIRLANE,2022-06-11,S
2979,RIZIA,2022-06-11,N
2980,GEISIKELI,2022-06-11,N
2981,TAUE,2022-06-11,S
2982,ARIADNY,2022-06-11,N
2983,LEURICE,2022-06-11,S
2984,NUCINEIA,2022-06-11,N
2985,DERIAN,2022-06-11,S
2986,JEFTON,2022-06-11,N
2987,EZIEL,2022-06-11,S
2988,GILIADE,2022-06-11,N
2989,KELRIN,2022-06-11,S
2990,GIORGIO,2022-06-11,N
2991,KAILAN,2022-06-11,N
2992,JEVERSON,2022-06-11,N
2993,OLANIRA,2022-06-11,S
2994,IARLEY,2022-06-11,N
2995,ROGACIANO,2022-06-11,N
2996,DULCECLEIA,2022-06-11,S
2997,DIEINE,2022-06-11,N
2998,TAINESSA,2022-06-11,N
2999,ADIJAN,2022-06-11,N
3000,AGEMIRA,2022-06-11,N
3001,DOLORIZA,2022-06-11,S
3002,LAISLA,2022-06-11,S
3003,ROBERCI,2022-06-11,N
3004,WENZEL,2022-06-11,N
3005,CREILDO,2022-06-11,N
3006,ACRICIO,2022-06-11,N
3007,VALTIDES,2022-06-11,N
3008,ADALEX,2022-06-11,N
3009,SELMI,2022-06-11,N
3010,KEILA,2022-06-11,S
3011,BOLIVAR,2022-06-11,S
3012,JAECIO,2022-06-11,S
3013,ANAXMANDRO,2022-06-11,S
3014,AILTON,2022-06-11,S
3015,ELIAN,2022-06-11,S
3016,ERNILDA,2022-06-11,S
3017,IRADETE,2022-06-11,S
3018,GILSENEI,2022-06-11,N
3019,ELITON,2022-06-11,S
3020,MAURENIO,2022-06-11,N
3021,VEGNER,2022-06-11,S
3022,VERSI,2022-06-11,S
3023,LISBELA,2022-06-11,S
3024,EDILCE,2022-06-11,S
3025,KETLEN,2022-06-11,S
3026,FREDIANO,2022-06-11,N
3027,MIRASELVA,2022-06-11,N
3028,ANDRIELIO,2022-06-11,N
3029,VILANI,2022-06-11,S
3030,IDES,2022-06-11,N
3031,VALCINEIA,2022-06-11,N
3032,ZELITO,2022-06-11,S
3033,KAWAN,2022-06-11,S
3034,TURIANO,2022-06-11,S
3035,LAZARA,2022-06-11,S
3036,LUCIANE,2022-06-11,S
3037,TAINI,2022-06-11,N
3038,DANIZETE,2022-06-11,N
3039,ZEONILDA,2022-06-11,N
3040,SENIRIO,2022-06-11,N
3041,JUMELICE,2022-06-11,S
3042,TEREZA,2022-06-11,S
3043,BRUNIEL,2022-06-11,N
3044,ROGNEI,2022-06-11,S
3045,KAISA,2022-06-11,N
3046,CARLA,2022-06-11,N
3047,VILIANE,2022-06-11,N
3048,EUDI,2022-06-11,N
3049,LEOZILDA,2022-06-11,S
3050,CLESIA,2022-06-11,S
3051,SUEKO,2022-06-11,S
3052,DIUMIRA,2022-06-11,N
3053,CARLINDA,2022-06-11,S
3054,GENOVEFA,2022-06-11,N
3055,LIDENIR,2022-06-11,N
3056,SILOMAR,2022-06-11,N
3057,ERLANIA,2022-06-11,N
3058,ALAIDE,2022-06-11,S
3059,EZIVAN,2022-06-11,N
3060,VALDIR,2022-06-11,N
3061,IVANDILSON,2022-06-11,N
3062,JAIMES,2022-06-11,S
3063,MAXMILLIAN,2022-06-11,N
3064,ERNALDO,2022-06-11,N
3065,EVAIR,2022-06-11,N
